စဥ်,အမျိုးအမည်,ကုန်စည်ဒိုင်,နေ့စွဲ,အချင်အတွယ်,စျေးနှုန်း (မြန်မာကျပ်),အတက်/အကျ,%
380,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-14,kg,"1,560",0,0.00%
381,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-15,kg,"1,560",0,0.00%
382,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-16,kg,"1,560",0,0.00%
383,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-17,kg,"1,560",0,0.00%
384,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-18,kg,"1,560",0,0.00%
385,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-19,kg,"1,560",0,0.00%
386,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-20,kg,"1,560",0,0.00%
387,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-21,kg,"1,560",0,0.00%
388,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-22,kg,"1,560",0,0.00%
389,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-23,kg,"1,560",0,0.00%
390,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-24,kg,"1,560",0,0.00%
391,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-25,kg,"1,560",0,0.00%
392,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-26,kg,"1,560",0,0.00%
393,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-27,kg,"1,560",0,0.00%
394,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-28,kg,"1,560",0,0.00%
395,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-29,kg,"1,560",0,0.00%
396,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-30,kg,"1,560",0,0.00%
397,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-01-31,kg,"1,560",0,0.00%
398,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-01,kg,"1,560",0,0.00%
399,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-02,kg,"1,560",0,0.00%
400,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-03,kg,"1,560",0,0.00%
401,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-04,kg,"1,560",0,0.00%
402,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-05,kg,"1,560",0,0.00%
403,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-06,kg,"1,560",0,0.00%
404,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-07,kg,"1,560",0,0.00%
405,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-08,kg,"1,560",0,0.00%
406,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-09,kg,"1,560",0,0.00%
407,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-10,kg,"1,560",0,0.00%
408,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-11,kg,"1,560",0,0.00%
409,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-12,kg,"1,560",0,0.00%
410,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-13,kg,"1,560",0,0.00%
411,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-14,kg,"1,560",0,0.00%
412,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-15,kg,"1,560",0,0.00%
413,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-16,kg,"1,560",0,0.00%
414,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-17,kg,"1,560",0,0.00%
415,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-18,kg,"1,560",0,0.00%
416,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-19,kg,"1,560",0,0.00%
417,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-20,kg,"1,560",0,0.00%
418,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-21,kg,"1,560",0,0.00%
419,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-22,kg,"1,560",0,0.00%
420,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-23,kg,"1,560",0,0.00%
421,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-24,kg,"1,560",0,0.00%
422,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-25,kg,"1,560",0,0.00%
423,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-26,kg,"1,560",0,0.00%
424,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-27,kg,"1,560",0,0.00%
425,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-02-28,kg,"1,560",0,0.00%
426,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-01,kg,"1,560",0,0.00%
427,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-02,kg,"1,560",0,0.00%
428,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-03,kg,"1,560",0,0.00%
429,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-04,kg,"1,560",0,0.00%
430,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-05,kg,"1,560",0,0.00%
431,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-06,kg,"1,560",0,0.00%
432,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-07,kg,"1,560",0,0.00%
433,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-08,kg,"1,560",0,0.00%
434,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-09,kg,"1,560",0,0.00%
435,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-10,kg,"1,560",0,0.00%
436,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-11,kg,"1,560",0,0.00%
437,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-12,kg,"1,560",0,0.00%
438,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-13,kg,"1,560",0,0.00%
439,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-14,kg,"1,560",0,0.00%
440,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-15,kg,"1,560",0,0.00%
441,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-16,kg,"1,560",0,0.00%
442,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-17,kg,"1,560",0,0.00%
443,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-18,kg,"1,560",0,0.00%
444,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-19,kg,"1,560",0,0.00%
445,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-20,kg,"1,560",0,0.00%
446,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-21,kg,"1,560",0,0.00%
447,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-22,kg,"1,560",0,0.00%
448,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-23,kg,"1,560",0,0.00%
449,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-24,kg,"1,560",0,0.00%
450,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-25,kg,"1,560",0,0.00%
451,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-26,kg,"1,500",-60,-3.85%
452,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-27,kg,"1,500",0,-3.85%
453,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-28,kg,"1,500",0,-3.85%
454,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-29,kg,"1,500",0,-3.85%
455,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-30,kg,"1,500",0,-3.85%
456,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-03-31,kg,"1,500",0,-3.85%
457,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-01,kg,"1,500",0,-3.85%
458,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-02,kg,"1,500",0,-3.85%
459,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-03,kg,"1,500",0,-3.85%
460,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-04,kg,"1,500",0,-3.85%
461,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-05,kg,"1,500",0,-3.85%
462,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-06,kg,"1,500",0,-3.85%
463,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-07,kg,"1,500",0,-3.85%
464,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-08,kg,"1,500",0,-3.85%
465,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-09,kg,"1,500",0,-3.85%
466,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-10,kg,"1,500",0,-3.85%
467,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-11,kg,"1,500",0,-3.85%
468,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-12,kg,"1,500",0,-3.85%
469,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-13,kg,"1,500",0,-3.85%
470,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-14,kg,"1,500",0,-3.85%
471,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-15,kg,"1,500",0,-3.85%
472,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-16,kg,"1,500",0,-3.85%
473,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-17,kg,"1,500",0,-3.85%
474,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-18,kg,"1,500",0,-3.85%
475,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-19,kg,"1,500",0,-3.85%
476,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-20,kg,"1,500",0,-3.85%
477,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-21,kg,"1,500",0,-3.85%
478,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-22,kg,"1,300",-200,-13.33%
479,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-23,kg,"1,300",0,0.00%
480,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-24,kg,"1,300",0,0.00%
481,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-25,kg,"1,300",0,0.00%
482,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-26,kg,"1,300",0,0.00%
483,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-27,kg,"1,300",0,0.00%
484,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-28,kg,"1,300",0,0.00%
485,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-29,kg,"1,300",0,0.00%
486,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-04-30,kg,"1,300",0,0.00%
487,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-01,kg,"1,300",0,0.00%
488,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-02,kg,"1,300",0,0.00%
489,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-03,kg,"1,300",0,0.00%
490,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-04,kg,"1,300",0,0.00%
491,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-05,kg,"1,300",0,0.00%
492,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-06,kg,"1,300",0,0.00%
493,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-07,kg,"1,300",0,0.00%
494,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-08,kg,"1,300",0,0.00%
495,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-09,kg,"1,300",0,0.00%
496,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-10,kg,"1,300",0,0.00%
497,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-11,kg,"1,300",0,0.00%
498,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-12,kg,"1,300",0,0.00%
499,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-13,kg,"1,300",0,0.00%
500,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-14,kg,"1,300",0,0.00%
501,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-15,kg,"1,300",0,0.00%
502,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-16,kg,"1,300",0,0.00%
503,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-17,kg,"1,300",0,0.00%
504,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-18,kg,"1,300",0,0.00%
505,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-19,kg,"1,300",0,0.00%
506,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-20,kg,"1,300",0,0.00%
507,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-21,kg,"1,300",0,0.00%
508,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-22,kg,"1,300",0,0.00%
509,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-23,kg,"1,300",0,0.00%
510,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-24,kg,"1,300",0,0.00%
511,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-25,kg,"1,300",0,0.00%
512,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-26,kg,"1,300",0,0.00%
513,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-27,kg,"1,300",0,0.00%
514,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-28,kg,"1,300",0,0.00%
515,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-29,kg,"1,300",0,0.00%
516,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-30,kg,"1,300",0,0.00%
517,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-05-31,kg,"1,300",0,0.00%
518,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-01,kg,"1,300",0,0.00%
519,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-02,kg,"1,300",0,0.00%
520,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-03,kg,"1,300",0,0.00%
521,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-04,kg,"1,300",0,0.00%
522,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-05,kg,"1,300",0,0.00%
523,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-06,kg,"1,300",0,0.00%
524,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-07,kg,"1,300",0,0.00%
525,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-08,kg,"1,300",0,0.00%
526,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-09,kg,"1,300",0,0.00%
527,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-10,kg,"1,300",0,0.00%
528,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-11,kg,"1,300",0,0.00%
529,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-12,kg,"1,300",0,0.00%
530,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-13,kg,"1,300",0,0.00%
531,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-14,kg,"1,300",0,0.00%
532,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-15,kg,"1,300",0,0.00%
533,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-16,kg,"1,300",0,0.00%
534,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-17,kg,"1,300",0,0.00%
535,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-18,kg,"1,300",0,0.00%
536,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-19,kg,"1,300",0,0.00%
537,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-20,kg,"1,300",0,0.00%
538,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-21,kg,"1,300",0,0.00%
539,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-22,kg,"1,300",0,0.00%
540,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-23,kg,"1,300",0,0.00%
541,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-24,kg,"1,300",0,0.00%
542,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-25,kg,"1,300",0,0.00%
543,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-26,kg,"1,300",0,0.00%
544,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-27,kg,"1,300",0,0.00%
545,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-28,kg,"1,300",0,0.00%
546,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-29,kg,"1,300",0,0.00%
547,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-06-30,kg,"1,300",0,0.00%
548,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-01,kg,"1,300",0,0.00%
549,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-02,kg,"1,300",0,0.00%
550,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-03,kg,"1,300",0,0.00%
551,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-04,kg,"1,300",0,0.00%
552,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-05,kg,"1,300",0,0.00%
553,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-06,kg,"1,300",0,0.00%
554,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-07,kg,"1,300",0,0.00%
555,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-08,kg,"1,300",0,0.00%
556,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-09,kg,"1,300",0,0.00%
557,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-10,kg,"1,300",0,0.00%
558,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-11,kg,"1,300",0,0.00%
559,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-12,kg,"1,300",0,0.00%
560,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-13,kg,"1,280",-20,0.00%
561,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-14,kg,"1,300",20,1.56%
562,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-15,kg,"1,300",0,0.00%
563,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-16,kg,"1,300",0,0.00%
564,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-17,kg,"1,300",0,0.00%
565,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-18,kg,"1,300",0,0.00%
566,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-19,kg,"1,300",0,0.00%
567,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-20,kg,"1,300",0,0.00%
568,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-21,kg,"1,300",0,0.00%
569,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-22,kg,"1,300",0,0.00%
570,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-23,kg,"1,300",0,0.00%
571,ဆန်ဧည့်မထ(ထိပ်စ),ဝါးတန်းကုန်စည်ဒိုင်,2025-07-24,kg,"1,300",0,0.00%
