စဥ်,အမျိုးအမည်,ကုန်စည်ဒိုင်,နေ့စွဲ,အချင်အတွယ်,စျေးနှုန်း (မြန်မာကျပ်),အတက်/အကျ,%
393,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-27,တင်း,"25,827",0,0.00%
394,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-28,တင်း,"25,982",155,0.60%
395,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-29,တင်း,"25,982",0,0.60%
396,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-30,တင်း,"25,982",0,0.00%
397,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-01-31,တင်း,"25,982",0,0.00%
398,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-01,တင်း,"25,982",0,0.00%
399,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-02,တင်း,"25,982",0,0.00%
400,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-03,တင်း,"25,982",0,0.00%
401,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-04,တင်း,"25,982",0,0.00%
402,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-05,တင်း,"25,982",0,0.00%
403,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-06,တင်း,"25,982",0,0.00%
404,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-07,တင်း,"25,982",0,0.00%
405,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-08,တင်း,"25,982",0,0.00%
406,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-09,တင်း,"25,982",0,0.00%
407,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-10,တင်း,"25,982",0,0.00%
408,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-11,တင်း,"25,982",0,0.00%
409,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-12,တင်း,"25,982",0,0.00%
410,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-13,တင်း,"25,982",0,0.00%
411,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-14,တင်း,"25,982",0,0.00%
412,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-15,တင်း,"25,982",0,0.00%
413,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-16,တင်း,"25,982",0,0.00%
414,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-17,တင်း,"25,982",0,0.00%
415,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-18,တင်း,"25,982",0,0.00%
416,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-19,တင်း,"25,982",0,0.00%
417,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-20,တင်း,"25,982",0,0.00%
418,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-21,တင်း,"25,982",0,0.00%
419,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-22,တင်း,"25,982",0,0.00%
420,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-23,တင်း,"25,982",0,0.00%
421,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-24,တင်း,"25,982",0,0.00%
422,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-25,တင်း,"25,982",0,0.00%
423,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-26,တင်း,"25,827",-155,-0.60%
424,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-27,တင်း,"25,827",0,0.00%
425,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-02-28,တင်း,"25,827",0,0.00%
426,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-01,တင်း,"25,827",0,0.00%
427,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-02,တင်း,"25,827",0,0.00%
428,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-03,တင်း,"25,827",0,0.00%
429,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-04,တင်း,"25,827",0,0.00%
430,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-05,တင်း,"25,827",0,0.00%
431,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-06,တင်း,"25,827",0,0.00%
432,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-07,တင်း,"25,827",0,0.00%
433,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-08,တင်း,"25,827",0,0.00%
434,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-09,တင်း,"25,827",0,0.00%
435,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-10,တင်း,"25,827",0,0.00%
436,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-11,တင်း,"25,827",0,0.00%
437,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-12,တင်း,"25,827",0,0.00%
438,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-13,တင်း,"25,827",0,0.00%
439,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-14,တင်း,"25,827",0,0.00%
440,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-15,တင်း,"25,827",0,0.00%
441,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-16,တင်း,"25,827",0,0.00%
442,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-17,တင်း,"25,827",0,0.00%
443,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-18,တင်း,"25,827",0,0.00%
444,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-19,တင်း,"25,827",0,0.00%
445,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-20,တင်း,"25,827",0,0.00%
446,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-21,တင်း,"25,827",0,0.00%
447,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-22,တင်း,"25,827",0,0.00%
448,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-23,တင်း,"25,827",0,0.00%
449,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-24,တင်း,"25,827",0,0.00%
450,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-25,တင်း,"25,979",152,0.59%
451,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-26,တင်း,"25,979",0,0.00%
452,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-27,တင်း,"25,979",0,0.00%
453,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-28,တင်း,"25,979",0,0.00%
454,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-29,တင်း,"25,979",0,0.00%
455,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-30,တင်း,"25,979",0,0.00%
456,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-03-31,တင်း,"25,979",0,0.00%
457,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-01,တင်း,"25,979",0,0.00%
458,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-02,တင်း,"25,979",0,0.00%
459,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-03,တင်း,"25,979",0,0.00%
460,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-04,တင်း,"25,979",0,0.00%
461,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-05,တင်း,"25,979",0,0.00%
462,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-06,တင်း,"25,979",0,0.00%
463,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-07,တင်း,"25,979",0,0.00%
464,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-08,တင်း,"25,979",0,0.00%
465,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-09,တင်း,"25,979",0,0.00%
466,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-10,တင်း,"25,979",0,0.00%
467,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-11,တင်း,"25,979",0,0.00%
468,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-12,တင်း,"25,979",0,0.00%
469,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-13,တင်း,"25,979",0,0.00%
470,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-14,တင်း,"25,979",0,0.00%
471,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-15,တင်း,"25,979",0,0.00%
472,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-16,တင်း,"25,979",0,0.00%
473,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-17,တင်း,"25,979",0,0.00%
474,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-18,တင်း,"25,979",0,0.00%
475,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-19,တင်း,"25,979",0,0.00%
476,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-20,တင်း,"25,979",0,0.00%
477,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-21,တင်း,"25,979",0,0.00%
478,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-22,တင်း,"25,982",3,0.01%
479,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-23,တင်း,"25,982",0,0.00%
480,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-24,တင်း,"25,982",0,0.00%
481,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-25,တင်း,"25,979",-3,-0.01%
482,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-26,တင်း,"25,979",0,-0.01%
483,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-27,တင်း,"25,979",0,-0.01%
484,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-28,တင်း,"25,979",0,0.00%
485,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-29,တင်း,"25,979",0,0.00%
486,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-04-30,တင်း,"25,979",0,0.00%
487,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-01,တင်း,"25,979",0,0.00%
488,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-02,တင်း,"25,982",3,0.01%
489,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-03,တင်း,"25,982",0,0.01%
490,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-04,တင်း,"25,982",0,0.01%
491,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-05,တင်း,"25,982",0,0.00%
492,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-06,တင်း,"25,982",0,0.00%
493,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-07,တင်း,"25,982",0,0.00%
494,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-08,တင်း,"25,982",0,0.00%
495,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-09,တင်း,"25,982",0,0.00%
496,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-10,တင်း,"25,982",0,0.00%
497,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-11,တင်း,"25,982",0,0.00%
498,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-12,တင်း,"25,982",0,0.00%
499,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-13,တင်း,"25,982",0,0.00%
500,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-14,တင်း,"25,982",0,0.00%
501,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-15,တင်း,"25,982",0,0.00%
502,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-16,တင်း,"25,982",0,0.00%
503,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-17,တင်း,"25,982",0,0.00%
504,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-18,တင်း,"25,982",0,0.00%
505,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-19,တင်း,"25,982",0,0.00%
506,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-20,တင်း,"25,982",0,0.00%
507,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-21,တင်း,"25,982",0,0.00%
508,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-22,တင်း,"25,982",0,0.00%
509,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-23,တင်း,"25,982",0,0.00%
510,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-24,တင်း,"25,982",0,0.00%
511,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-25,တင်း,"25,982",0,0.00%
512,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-26,တင်း,"25,982",0,0.00%
513,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-27,တင်း,"26,286",304,1.17%
514,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-28,တင်း,"26,286",0,0.00%
515,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-29,တင်း,"26,286",0,0.00%
516,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-30,တင်း,"26,286",0,0.00%
517,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-05-31,တင်း,"26,286",0,0.00%
518,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-01,တင်း,"26,286",0,0.00%
519,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-02,တင်း,"26,286",0,0.00%
520,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-03,တင်း,"26,286",0,0.00%
521,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-04,တင်း,"26,745",459,1.75%
522,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-05,တင်း,"26,745",0,0.00%
523,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-06,တင်း,"26,745",0,0.00%
524,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-07,တင်း,"26,745",0,0.00%
525,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-08,တင်း,"26,745",0,0.00%
526,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-09,တင်း,"26,745",0,0.00%
527,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-10,တင်း,"27,050",305,1.14%
528,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-11,တင်း,"27,050",0,0.00%
529,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-12,တင်း,"27,050",0,0.00%
530,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-13,တင်း,"27,050",0,0.00%
531,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-14,တင်း,"27,050",0,0.00%
532,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-15,တင်း,"27,050",0,0.00%
533,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-16,တင်း,"27,050",0,0.00%
534,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-17,တင်း,"27,050",0,0.00%
535,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-18,တင်း,"27,050",0,0.00%
536,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-19,တင်း,"27,050",0,0.00%
537,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-20,တင်း,"27,050",0,0.00%
538,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-21,တင်း,"27,050",0,0.00%
539,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-22,တင်း,"27,050",0,0.00%
540,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-23,တင်း,"27,050",0,0.00%
541,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-24,တင်း,"26,897",-153,-0.56%
542,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-25,တင်း,"26,897",0,0.00%
543,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-26,တင်း,"26,897",0,0.00%
544,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-27,တင်း,"26,897",0,0.00%
545,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-28,တင်း,"26,897",0,0.00%
546,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-29,တင်း,"26,897",0,0.00%
547,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-06-30,တင်း,"26,897",0,0.00%
548,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-01,တင်း,"26,897",0,0.00%
549,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-02,တင်း,"26,745",-152,-0.57%
550,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-03,တင်း,"26,745",0,0.00%
551,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-04,တင်း,"26,745",0,0.00%
552,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-05,တင်း,"26,745",0,0.00%
553,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-06,တင်း,"26,745",0,0.00%
554,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-07,တင်း,"26,745",0,0.00%
555,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-08,တင်း,"26,590",-155,-0.58%
556,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-09,တင်း,"26,590",0,-0.58%
557,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-10,တင်း,"26,593",3,0.01%
558,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-11,တင်း,"26,593",0,0.00%
559,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-12,တင်း,"26,593",0,0.00%
560,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-13,တင်း,"26,593",0,0.00%
561,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-14,တင်း,"26,593",0,0.00%
562,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-15,တင်း,"25,982",-611,-2.30%
563,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-16,တင်း,"25,982",0,0.00%
564,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-17,တင်း,"25,982",0,0.00%
565,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-18,တင်း,"25,982",0,0.00%
566,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-19,တင်း,"25,982",0,0.00%
567,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-20,တင်း,"25,982",0,0.00%
568,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-21,တင်း,"25,982",0,0.00%
569,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-22,တင်း,"25,827",-155,-0.60%
570,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-23,တင်း,"25,827",0,0.00%
571,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-24,တင်း,"25,827",0,0.00%
572,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-25,တင်း,"25,827",0,0.00%
573,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-26,တင်း,"25,827",0,0.00%
574,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-27,တင်း,"25,827",0,0.00%
575,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-28,တင်း,"25,827",0,0.00%
576,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-29,တင်း,"25,215",-612,-2.37%
577,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-30,တင်း,"25,215",0,0.00%
578,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-07-31,တင်း,"25,215",0,0.00%
579,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-08-01,တင်း,"25,215",0,0.00%
580,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-08-02,တင်း,"25,215",0,0.00%
581,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-08-03,တင်း,"25,215",0,0.00%
582,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-08-04,တင်း,"25,215",0,0.00%
583,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-08-05,တင်း,"25,215",0,0.00%
584,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-08-06,တင်း,"25,215",0,0.00%
585,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-08-07,တင်း,"25,215",0,0.00%
586,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-08-08,တင်း,"25,215",0,0.00%
587,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-08-09,တင်း,"25,215",0,0.00%
588,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-08-10,တင်း,"25,215",0,0.00%
589,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-08-11,တင်း,"25,215",0,0.00%
590,ပြောင်းဖူးစေ့,ဘုရင့်နောင်ကုန်စည်ဒိုင်,2025-08-12,တင်း,"25,215",0,0.00%
